tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,type_totals,component_totals,spec_totals
TA-00998,S-0066,2013-10-01,0,0,Yes,5,6.7882241004212,SP-0029,19.05,2.11,70.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00998,S-0066,2013-10-01,0,0,Yes,10,4.87694952788458,SP-0029,19.05,2.11,70.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00998,S-0066,2013-10-01,0,0,Yes,25,3.72795913711656,SP-0029,19.05,2.11,70.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00998,S-0066,2013-10-01,0,0,Yes,50,3.41358646361345,SP-0029,19.05,2.11,70.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00998,S-0066,2013-10-01,0,0,Yes,100,3.2717014516784197,SP-0029,19.05,2.11,70.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-00998,S-0066,2013-10-01,0,0,Yes,250,3.18823967995193,SP-0029,19.05,2.11,70.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01000,S-0066,1995-10-26,0,50,No,50,5.03830895322246,SP-0035,12.7,1.24,85.0,6,19.05,N,N,N,N,EF-017,EF-003,0,0,0,2,2.0,0
TA-01001,S-0066,2010-10-06,13,0,Yes,5,50.858821631065595,SP-0035,15.88,1.24,72.0,5,25.4,N,N,N,N,EF-017,EF-003,0,0,0,2,2.0,0
TA-01001,S-0066,2010-10-06,13,0,Yes,10,37.4882458004818,SP-0035,15.88,1.24,72.0,5,25.4,N,N,N,N,EF-017,EF-003,0,0,0,2,2.0,0
TA-01007,S-0066,2013-06-01,0,0,Yes,1,21.458021510880602,SP-0029,9.52,0.89,41.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01007,S-0066,2013-06-01,0,0,Yes,2,11.8933024710249,SP-0029,9.52,0.89,41.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01007,S-0066,2013-06-01,0,0,Yes,5,6.15391463529988,SP-0029,9.52,0.89,41.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01007,S-0066,2013-06-01,0,0,Yes,10,4.2426400627632495,SP-0029,9.52,0.89,41.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01007,S-0066,2013-06-01,0,0,Yes,25,3.0936496719952404,SP-0029,9.52,0.89,41.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01007,S-0066,2013-06-01,0,0,Yes,50,2.77649493943457,SP-0029,9.52,0.89,41.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01007,S-0066,2013-06-01,0,0,Yes,100,2.63739198655709,SP-0029,9.52,0.89,41.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01007,S-0066,2013-06-01,0,0,Yes,250,2.55114815577305,SP-0029,9.52,0.89,41.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01010,S-0072,2014-05-28,6,0,Yes,3,8.75792191316637,SP-0035,9.52,0.89,85.0,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,2
TA-01010,S-0072,2014-05-28,6,0,Yes,6,7.664572703549349,SP-0035,9.52,0.89,85.0,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,2
TA-01010,S-0072,2014-05-28,6,0,Yes,9,7.060865888061071,SP-0035,9.52,0.89,85.0,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,2
TA-01010,S-0072,2014-05-28,6,0,Yes,12,6.651903206601269,SP-0035,9.52,0.89,85.0,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,2
TA-01012,S-0072,2007-07-19,10,1,Yes,1,4.712808043489151,SP-0035,6.35,0.89,26.0,1,19.05,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,0
TA-01017,S-0066,2014-08-11,407,1,No,1,4.256550358051,SP-0028,63.5,1.65,141.0,5,101.6,N,Y,N,N,EF-009,EF-009,0,0,0,0,0.0,2
TA-01022,S-0072,2013-01-16,295,1,Yes,1,5.85067019802696,SP-0035,25.4,1.65,183.0,5,63.5,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,3
TA-01022,S-0072,2013-01-16,295,4,Yes,1,5.02996277604981,SP-0035,25.4,1.65,183.0,5,63.5,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,3
TA-01023,S-0062,1999-05-23,666,1,Yes,1,3.8281132631883503,SP-0028,25.4,1.65,51.0,2,50.8,N,N,N,Y,EF-009,EF-003,0,0,0,1,1.0,4
TA-01024,S-0072,2013-01-16,50,1,Yes,1,8.58265219254074,SP-0029,15.88,1.65,147.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,3
TA-01029,S-0041,2012-07-25,102,0,Yes,1,30.5108416841473,SP-0029,9.52,0.71,47.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01029,S-0041,2012-07-25,102,0,Yes,6,6.7993523366514,SP-0029,9.52,0.71,47.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01029,S-0041,2012-07-25,102,0,Yes,20,2.42595549818332,SP-0029,9.52,0.71,47.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01031,S-0041,2013-08-05,1,1,No,1,2.5956611006938504,SP-0029,9.52,0.71,65.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01033,S-0066,2013-05-01,0,0,Yes,1,28.777618891293802,SP-0029,12.7,1.24,189.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01033,S-0066,2013-05-01,0,0,Yes,2,16.9177011289596,SP-0029,12.7,1.24,189.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01033,S-0066,2013-05-01,0,0,Yes,5,9.8011940597475,SP-0029,12.7,1.24,189.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01033,S-0066,2013-05-01,0,0,Yes,10,7.428097683657629,SP-0029,12.7,1.24,189.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01033,S-0066,2013-05-01,0,0,Yes,25,6.00646550524974,SP-0029,12.7,1.24,189.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01033,S-0066,2013-05-01,0,0,Yes,50,5.59750282378994,SP-0029,12.7,1.24,189.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01033,S-0066,2013-05-01,0,0,Yes,100,5.41110486693411,SP-0029,12.7,1.24,189.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01033,S-0066,2013-05-01,0,0,Yes,250,5.29982250463213,SP-0029,12.7,1.24,189.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01034,S-0066,2013-06-01,0,0,Yes,1,27.8817958747628,SP-0029,9.52,0.71,62.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01034,S-0066,2013-06-01,0,0,Yes,2,16.021878112428602,SP-0029,9.52,0.71,62.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01034,S-0066,2013-06-01,0,0,Yes,5,8.9053710432165,SP-0029,9.52,0.71,62.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01034,S-0066,2013-06-01,0,0,Yes,10,6.535056726184179,SP-0029,9.52,0.71,62.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01034,S-0066,2013-06-01,0,0,Yes,25,5.11064248871875,SP-0029,9.52,0.71,62.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01034,S-0066,2013-06-01,0,0,Yes,50,4.7044618663165,SP-0029,9.52,0.71,62.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01034,S-0066,2013-06-01,0,0,Yes,100,4.51528185040312,SP-0029,9.52,0.71,62.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01034,S-0066,2013-06-01,0,0,Yes,250,4.40399948810113,SP-0029,9.52,0.71,62.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,6
TA-01037,S-0066,2010-08-19,1,0,Yes,1,230.24877172092602,SP-0035,12.7,0.89,73.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,1,2.0,0
TA-01037,S-0066,2010-08-19,1,0,Yes,3,137.698013053421,SP-0035,12.7,0.89,73.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,1,2.0,0
TA-01037,S-0066,2010-08-19,1,0,Yes,5,80.33751940486191,SP-0035,12.7,0.89,73.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,1,2.0,0
TA-01037,S-0066,2010-08-19,1,0,Yes,7,71.09273715662441,SP-0035,12.7,0.89,73.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,1,2.0,0
TA-01039,S-0064,2009-03-23,6,1,No,1,65.7706581795318,SP-0029,25.4,2.41,148.0,7,63.5,N,N,N,Y,EF-003,EF-012,0,0,0,3,3.0,0
TA-01040,S-0066,2013-10-01,0,0,Yes,1,28.70250329674,SP-0029,25.4,2.41,58.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01040,S-0066,2013-10-01,0,0,Yes,2,16.8425855344057,SP-0029,25.4,2.41,58.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01040,S-0066,2013-10-01,0,0,Yes,5,9.72607846519366,SP-0029,25.4,2.41,58.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01040,S-0066,2013-10-01,0,0,Yes,10,7.352982089103791,SP-0029,25.4,2.41,58.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01040,S-0066,2013-10-01,0,0,Yes,25,5.931349910695901,SP-0029,25.4,2.41,58.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01040,S-0066,2013-10-01,0,0,Yes,50,5.5223872292361,SP-0029,25.4,2.41,58.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01040,S-0066,2013-10-01,0,0,Yes,100,5.33598927238027,SP-0029,25.4,2.41,58.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01040,S-0066,2013-10-01,0,0,Yes,250,5.22470691007829,SP-0029,25.4,2.41,58.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01042,S-0066,2013-08-01,0,0,Yes,1,21.424636802189998,SP-0029,9.52,0.89,34.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01042,S-0066,2013-08-01,0,0,Yes,2,11.859917762334302,SP-0029,9.52,0.89,34.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01042,S-0066,2013-08-01,0,0,Yes,5,6.12052992660928,SP-0029,9.52,0.89,34.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01042,S-0066,2013-08-01,0,0,Yes,10,4.20647329501511,SP-0029,9.52,0.89,34.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01042,S-0066,2013-08-01,0,0,Yes,25,3.06026496330464,SP-0029,9.52,0.89,34.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01042,S-0066,2013-08-01,0,0,Yes,50,2.7431102307439796,SP-0029,9.52,0.89,34.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01042,S-0066,2013-08-01,0,0,Yes,100,2.60122521880894,SP-0029,9.52,0.89,34.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01042,S-0066,2013-08-01,0,0,Yes,250,2.51776344708245,SP-0029,9.52,0.89,34.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01044,S-0066,2013-08-01,0,0,Yes,1,21.394034152557,SP-0029,9.52,0.89,28.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01044,S-0066,2013-08-01,0,0,Yes,2,11.829315112701199,SP-0029,9.52,0.89,28.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01044,S-0066,2013-08-01,0,0,Yes,5,6.08992727697624,SP-0029,9.52,0.89,28.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01044,S-0066,2013-08-01,0,0,Yes,10,4.178652704439609,SP-0029,9.52,0.89,28.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01044,S-0066,2013-08-01,0,0,Yes,25,3.02966231367159,SP-0029,9.52,0.89,28.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01044,S-0066,2013-08-01,0,0,Yes,50,2.7152896401684803,SP-0029,9.52,0.89,28.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01044,S-0066,2013-08-01,0,0,Yes,100,2.57340462823345,SP-0029,9.52,0.89,28.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01044,S-0066,2013-08-01,0,0,Yes,250,2.4871607974494103,SP-0029,9.52,0.89,28.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01045,S-0066,2013-09-01,0,0,Yes,1,29.773596033896602,SP-0029,15.88,1.65,274.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01045,S-0066,2013-09-01,0,0,Yes,2,17.9136782715623,SP-0029,15.88,1.65,274.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01045,S-0066,2013-09-01,0,0,Yes,5,10.797171202350302,SP-0029,15.88,1.65,274.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01045,S-0066,2013-09-01,0,0,Yes,10,8.42685688531796,SP-0029,15.88,1.65,274.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01045,S-0066,2013-09-01,0,0,Yes,25,7.00244264785253,SP-0029,15.88,1.65,274.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01045,S-0066,2013-09-01,0,0,Yes,50,6.5962620254502795,SP-0029,15.88,1.65,274.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01045,S-0066,2013-09-01,0,0,Yes,100,6.4070820095369,SP-0029,15.88,1.65,274.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01045,S-0066,2013-09-01,0,0,Yes,250,6.295799647234911,SP-0029,15.88,1.65,274.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01047,S-0066,2013-09-01,0,0,Yes,1,23.580732571791,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01047,S-0066,2013-09-01,0,0,Yes,2,14.0160135319353,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01047,S-0066,2013-09-01,0,0,Yes,5,8.27662569621028,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01047,S-0066,2013-09-01,0,0,Yes,10,6.36535112367365,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01047,S-0066,2013-09-01,0,0,Yes,25,5.216360732905639,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01047,S-0066,2013-09-01,0,0,Yes,50,4.90198805940252,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01047,S-0066,2013-09-01,0,0,Yes,100,4.76010304746749,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01047,S-0066,2013-09-01,0,0,Yes,250,4.67385921668345,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01048,S-0064,2013-07-18,4,0,Yes,2,65.3533493208994,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,3
TA-01048,S-0064,2013-07-18,4,0,Yes,4,36.4449736539007,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,3
TA-01048,S-0064,2013-07-18,4,0,Yes,6,26.8107031376062,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,3
TA-01048,S-0064,2013-07-18,4,0,Yes,8,21.9921768499302,SP-0029,15.88,1.65,287.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,3
TA-01054,S-0066,2002-01-02,0,0,Yes,2,24.056464670632,SP-0029,25.4,2.41,35.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01054,S-0066,2002-01-02,0,0,Yes,4,13.9130773468059,SP-0029,25.4,2.41,35.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01054,S-0066,2002-01-02,0,0,Yes,6,10.5328755918831,SP-0029,25.4,2.41,35.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01054,S-0066,2002-01-02,0,0,Yes,8,8.84138368489286,SP-0029,25.4,2.41,35.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01054,S-0066,2002-01-02,0,0,Yes,10,7.8259321288872306,SP-0029,25.4,2.41,35.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01056,S-0066,1995-04-12,0,0,Yes,5,9.3699749058273,SP-0029,9.52,1.24,30.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01056,S-0066,1995-04-12,0,0,Yes,8,7.0747761833488205,SP-0029,9.52,1.24,30.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01056,S-0066,1995-04-12,0,0,Yes,10,6.309709942522661,SP-0029,9.52,1.24,30.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01056,S-0066,1995-04-12,0,0,Yes,20,4.77957746087034,SP-0029,9.52,1.24,30.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01057,S-0066,2013-10-01,0,0,Yes,1,29.9349554592345,SP-0029,19.05,3.05,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01057,S-0066,2013-10-01,0,0,Yes,2,18.0750376969002,SP-0029,19.05,3.05,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01057,S-0066,2013-10-01,0,0,Yes,5,10.958530627688198,SP-0029,19.05,3.05,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01057,S-0066,2013-10-01,0,0,Yes,10,8.58821631065584,SP-0029,19.05,3.05,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01057,S-0066,2013-10-01,0,0,Yes,25,7.16380207319041,SP-0029,19.05,3.05,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01057,S-0066,2013-10-01,0,0,Yes,50,6.757621450788161,SP-0029,19.05,3.05,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01057,S-0066,2013-10-01,0,0,Yes,100,6.568441434874781,SP-0029,19.05,3.05,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01057,S-0066,2013-10-01,0,0,Yes,250,6.45715907257279,SP-0029,19.05,3.05,131.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,3,3.0,0
TA-01061,S-0066,2013-10-01,0,0,Yes,1,22.2314339288794,SP-0029,25.4,1.65,91.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01061,S-0066,2013-10-01,0,0,Yes,2,12.6667148890237,SP-0029,25.4,1.65,91.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01061,S-0066,2013-10-01,0,0,Yes,5,6.92732705329869,SP-0029,25.4,1.65,91.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01061,S-0066,2013-10-01,0,0,Yes,10,5.01605248076206,SP-0029,25.4,1.65,91.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01061,S-0066,2013-10-01,0,0,Yes,25,3.8670620899940498,SP-0029,25.4,1.65,91.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01061,S-0066,2013-10-01,0,0,Yes,50,3.54990735743338,SP-0029,25.4,1.65,91.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01061,S-0066,2013-10-01,0,0,Yes,100,3.4108044045559,SP-0029,25.4,1.65,91.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01061,S-0066,2013-10-01,0,0,Yes,250,3.32456057377186,SP-0029,25.4,1.65,91.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01062,S-0066,2013-10-01,0,0,Yes,1,22.1368439209228,SP-0029,25.4,1.65,76.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01062,S-0066,2013-10-01,0,0,Yes,2,12.572124881067,SP-0029,25.4,1.65,76.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01062,S-0066,2013-10-01,0,0,Yes,5,6.832737045341999,SP-0029,25.4,1.65,76.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01062,S-0066,2013-10-01,0,0,Yes,10,4.92146247280537,SP-0029,25.4,1.65,76.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01062,S-0066,2013-10-01,0,0,Yes,25,3.77247208203736,SP-0029,25.4,1.65,76.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01062,S-0066,2013-10-01,0,0,Yes,50,3.45809940853424,SP-0029,25.4,1.65,76.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01062,S-0066,2013-10-01,0,0,Yes,100,3.31621439659921,SP-0029,25.4,1.65,76.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01062,S-0066,2013-10-01,0,0,Yes,250,3.2299705658151696,SP-0029,25.4,1.65,76.0,2,63.5,N,N,N,N,EF-003,EF-017,0,0,0,2,2.0,0
TA-01066,S-0066,2013-05-01,0,0,Yes,1,21.4635856289957,SP-0029,12.7,1.24,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01066,S-0066,2013-05-01,0,0,Yes,2,11.89886658914,SP-0029,12.7,1.24,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01066,S-0066,2013-05-01,0,0,Yes,5,6.162260812472531,SP-0029,12.7,1.24,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01066,S-0066,2013-05-01,0,0,Yes,10,4.24820418087835,SP-0029,12.7,1.24,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01066,S-0066,2013-05-01,0,0,Yes,25,3.09921379011034,SP-0029,12.7,1.24,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01066,S-0066,2013-05-01,0,0,Yes,50,2.78484111660722,SP-0029,12.7,1.24,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01066,S-0066,2013-05-01,0,0,Yes,100,2.64295610467219,SP-0029,12.7,1.24,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01066,S-0066,2013-05-01,0,0,Yes,250,2.5594943329457003,SP-0029,12.7,1.24,28.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01067,S-0072,2004-04-08,10,1,No,1,17.3517023419373,SP-0035,25.4,1.65,156.0,3,63.5,N,N,N,N,EF-018,EF-018,0,0,0,2,4.0,3
TA-01068,S-0066,2013-08-04,0,0,Yes,1,21.4107265069023,SP-0029,6.35,0.71,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01068,S-0066,2013-08-04,0,0,Yes,2,11.8460074670465,SP-0029,6.35,0.71,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01068,S-0066,2013-08-04,0,0,Yes,5,6.10661963132153,SP-0029,6.35,0.71,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01068,S-0066,2013-08-04,0,0,Yes,10,4.19256299972736,SP-0029,6.35,0.71,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01068,S-0066,2013-08-04,0,0,Yes,25,3.0463546680168903,SP-0029,6.35,0.71,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01068,S-0066,2013-08-04,0,0,Yes,50,2.72919993545623,SP-0029,6.35,0.71,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01068,S-0066,2013-08-04,0,0,Yes,100,2.5873149235212,SP-0029,6.35,0.71,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01068,S-0066,2013-08-04,0,0,Yes,250,2.50385315179471,SP-0029,6.35,0.71,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,2,4.0,0
TA-01069,S-0066,2004-03-03,1,0,Yes,2,70.458427691503,SP-0029,38.1,3.05,211.0,6,76.2,N,N,N,N,EF-012,EF-012,2,0,0,4,4.0,0
TA-01069,S-0066,2004-03-03,1,0,Yes,10,54.099920433111,SP-0029,38.1,3.05,211.0,6,76.2,N,N,N,N,EF-012,EF-012,2,0,0,4,4.0,0
TA-01069,S-0066,2004-03-03,1,0,Yes,15,48.449558487227605,SP-0029,38.1,3.05,211.0,6,76.2,N,N,N,N,EF-012,EF-012,2,0,0,4,4.0,0
TA-01069,S-0066,2004-03-03,1,0,Yes,20,45.6285506028722,SP-0029,38.1,3.05,211.0,6,76.2,N,N,N,N,EF-012,EF-012,2,0,0,4,4.0,0
